 python deepfake/custom.py
--- Starting Data Reorganization ---
Reorganized data folder './deepfake_data_reorganized' already exists. Skipping reorganization.
Delete the folder if you wish to re-process the data.

--- Starting Model Training ---
Loading dataset from local ImageFolder: ./deepfake_data_reorganized
Resolving data files: 100%|█████████████████████████████████████████████| 54000/54000 [00:00<00:00, 506434.99it/s]
Resolving data files: 100%|████████████████████████████████████████████████| 6000/6000 [00:00<00:00, 76478.38it/s]
Training samples: 54000, Validation samples: 6000
Loading processor for model: google/efficientnet-b1
Fetching 1 files: 100%|██████████████████████████████████████████████████████████| 1/1 [00:00<00:00, 12710.01it/s]
Using a slow image processor as `use_fast` is unset and a slow processor was saved with this model. `use_fast=True` will be the default behavior in v4.52, even if the model was saved with a slow processor. This will result in minor differences in outputs. You'll still be able to use a slow processor with `use_fast=False`.
Loading pre-trained model: google/efficientnet-b1
Some weights of EfficientNetForImageClassification were not initialized from the model checkpoint at google/efficientnet-b1 and are newly initialized because the shapes did not match:
- classifier.weight: found shape torch.Size([1000, 1280]) in the checkpoint and torch.Size([2, 1280]) in the model instantiated
- classifier.bias: found shape torch.Size([1000]) in the checkpoint and torch.Size([2]) in the model instantiated
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/mms/dev/Google-GenAI-Exch-Hackathon/deepfake/custom.py:188: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `Trainer.__init__`. Use `processing_class` instead.
  trainer = Trainer(
Starting model training process...
{'loss': 0.7065, 'grad_norm': 1.647840142250061, 'learning_rate': 1.9924960505529226e-05, 'epoch': 0.01}          
{'loss': 0.3621, 'grad_norm': 2.9930460453033447, 'learning_rate': 4.759083728278041e-06, 'epoch': 2.29}          
{'loss': 0.3609, 'grad_norm': 3.9637045860290527, 'learning_rate': 4.680094786729858e-06, 'epoch': 2.3}           
{'loss': 0.3417, 'grad_norm': 1.3764586448669434, 'learning_rate': 4.601105845181675e-06, 'epoch': 2.31}          
{'loss': 0.3305, 'grad_norm': 2.246795892715454, 'learning_rate': 4.522116903633492e-06, 'epoch': 2.32}           
{'loss': 0.3414, 'grad_norm': 3.5703091621398926, 'learning_rate': 4.443127962085308e-06, 'epoch': 2.33}          
{'loss': 0.3396, 'grad_norm': 2.9344866275787354, 'learning_rate': 4.3641390205371256e-06, 'epoch': 2.35}         
{'loss': 0.3764, 'grad_norm': 2.973149538040161, 'learning_rate': 4.285150078988942e-06, 'epoch': 2.36}           
{'loss': 0.3575, 'grad_norm': 2.5838165283203125, 'learning_rate': 4.206161137440758e-06, 'epoch': 2.37}          
{'loss': 0.3361, 'grad_norm': 2.4734628200531006, 'learning_rate': 4.1271721958925755e-06, 'epoch': 2.38}         
{'loss': 0.3356, 'grad_norm': 3.1929636001586914, 'learning_rate': 4.048183254344392e-06, 'epoch': 2.39}          
{'loss': 0.3319, 'grad_norm': 3.2886247634887695, 'learning_rate': 3.969194312796209e-06, 'epoch': 2.41}          
{'loss': 0.3331, 'grad_norm': 3.4809043407440186, 'learning_rate': 3.890205371248025e-06, 'epoch': 2.42}          
 81%|███████████████████████████████████████████████████████████              | 4093/5064 [31:02<06:16,  2.58it/s]/home/mms/dev/Google-GenAI-Exch-Hackathon/genai/lib/python3.12/site-packages/PIL/TiffImagePlugin.py:950: UserWarning: Corrupt EXIF data.  Expecting to read 2 bytes but only got 0. 
  warnings.warn(str(msg))
{'loss': 0.3252, 'grad_norm': 1.5261636972427368, 'learning_rate': 3.811216429699842e-06, 'epoch': 2.43}          
{'loss': 0.3046, 'grad_norm': 3.210684299468994, 'learning_rate': 3.732227488151659e-06, 'epoch': 2.44}           
{'loss': 0.3537, 'grad_norm': 2.1119749546051025, 'learning_rate': 3.6532385466034757e-06, 'epoch': 2.45}         
{'loss': 0.3326, 'grad_norm': 2.157294273376465, 'learning_rate': 3.574249605055293e-06, 'epoch': 2.46}           
{'loss': 0.3282, 'grad_norm': 2.8980631828308105, 'learning_rate': 3.495260663507109e-06, 'epoch': 2.48}          
{'loss': 0.3657, 'grad_norm': 3.2082042694091797, 'learning_rate': 3.416271721958926e-06, 'epoch': 2.49}          
{'loss': 0.3404, 'grad_norm': 2.6193583011627197, 'learning_rate': 3.337282780410743e-06, 'epoch': 2.5}           
{'loss': 0.3434, 'grad_norm': 2.2205448150634766, 'learning_rate': 3.2582938388625596e-06, 'epoch': 2.51}         
{'loss': 0.3342, 'grad_norm': 2.4165072441101074, 'learning_rate': 3.1793048973143764e-06, 'epoch': 2.52}         
{'loss': 0.3394, 'grad_norm': 2.0866503715515137, 'learning_rate': 3.100315955766193e-06, 'epoch': 2.54}          
{'loss': 0.3326, 'grad_norm': 4.43283748626709, 'learning_rate': 3.0213270142180095e-06, 'epoch': 2.55}           
{'loss': 0.4205, 'grad_norm': 2.3942065238952637, 'learning_rate': 2.9423380726698263e-06, 'epoch': 2.56}         
{'loss': 0.338, 'grad_norm': 3.5033302307128906, 'learning_rate': 2.8633491311216435e-06, 'epoch': 2.57}          
{'loss': 0.351, 'grad_norm': 2.5905098915100098, 'learning_rate': 2.7843601895734602e-06, 'epoch': 2.58}          
{'loss': 0.3642, 'grad_norm': 3.419093608856201, 'learning_rate': 2.705371248025277e-06, 'epoch': 2.59}           
{'loss': 0.3033, 'grad_norm': 2.2305099964141846, 'learning_rate': 2.6263823064770934e-06, 'epoch': 2.61}         
{'loss': 0.3292, 'grad_norm': 3.7571451663970947, 'learning_rate': 2.54739336492891e-06, 'epoch': 2.62}           
{'loss': 0.3224, 'grad_norm': 3.1762638092041016, 'learning_rate': 2.468404423380727e-06, 'epoch': 2.63}          
{'loss': 0.2993, 'grad_norm': 1.9097926616668701, 'learning_rate': 2.3894154818325437e-06, 'epoch': 2.64}         
{'loss': 0.3532, 'grad_norm': 2.753934144973755, 'learning_rate': 2.3104265402843605e-06, 'epoch': 2.65}          
{'loss': 0.3456, 'grad_norm': 2.125277042388916, 'learning_rate': 2.2314375987361772e-06, 'epoch': 2.67}          
{'loss': 0.3579, 'grad_norm': 2.5962893962860107, 'learning_rate': 2.1524486571879936e-06, 'epoch': 2.68}         
{'loss': 0.3598, 'grad_norm': 2.63179874420166, 'learning_rate': 2.073459715639811e-06, 'epoch': 2.69}            
{'loss': 0.3561, 'grad_norm': 1.8955694437026978, 'learning_rate': 1.994470774091627e-06, 'epoch': 2.7}           
{'loss': 0.3139, 'grad_norm': 3.382052183151245, 'learning_rate': 1.915481832543444e-06, 'epoch': 2.71}           
{'loss': 0.3721, 'grad_norm': 1.5713293552398682, 'learning_rate': 1.836492890995261e-06, 'epoch': 2.73}          
{'loss': 0.3804, 'grad_norm': 2.443270683288574, 'learning_rate': 1.7575039494470775e-06, 'epoch': 2.74}          
{'loss': 0.3112, 'grad_norm': 2.1019680500030518, 'learning_rate': 1.6785150078988943e-06, 'epoch': 2.75}         
{'loss': 0.3265, 'grad_norm': 2.1358368396759033, 'learning_rate': 1.5995260663507108e-06, 'epoch': 2.76}         
{'loss': 0.377, 'grad_norm': 2.8513472080230713, 'learning_rate': 1.5205371248025278e-06, 'epoch': 2.77}          
{'loss': 0.3337, 'grad_norm': 1.6663936376571655, 'learning_rate': 1.4415481832543446e-06, 'epoch': 2.78}         
{'loss': 0.3334, 'grad_norm': 2.8300955295562744, 'learning_rate': 1.3625592417061611e-06, 'epoch': 2.8}          
{'loss': 0.3162, 'grad_norm': 2.1981520652770996, 'learning_rate': 1.283570300157978e-06, 'epoch': 2.81}          
{'loss': 0.3487, 'grad_norm': 2.725524425506592, 'learning_rate': 1.2045813586097947e-06, 'epoch': 2.82}          
{'loss': 0.3201, 'grad_norm': 1.9800665378570557, 'learning_rate': 1.1255924170616115e-06, 'epoch': 2.83}         
{'loss': 0.3282, 'grad_norm': 1.972090244293213, 'learning_rate': 1.046603475513428e-06, 'epoch': 2.84}           
{'loss': 0.366, 'grad_norm': 3.1783664226531982, 'learning_rate': 9.67614533965245e-07, 'epoch': 2.86}            
{'loss': 0.3345, 'grad_norm': 4.03770112991333, 'learning_rate': 8.886255924170617e-07, 'epoch': 2.87}            
{'loss': 0.3379, 'grad_norm': 1.9255924224853516, 'learning_rate': 8.096366508688784e-07, 'epoch': 2.88}          
{'loss': 0.3357, 'grad_norm': 2.1013386249542236, 'learning_rate': 7.306477093206951e-07, 'epoch': 2.89}          
{'loss': 0.3872, 'grad_norm': 2.6997063159942627, 'learning_rate': 6.51658767772512e-07, 'epoch': 2.9}            
{'loss': 0.3629, 'grad_norm': 2.8661632537841797, 'learning_rate': 5.726698262243286e-07, 'epoch': 2.91}          
{'loss': 0.3536, 'grad_norm': 2.22806453704834, 'learning_rate': 4.936808846761454e-07, 'epoch': 2.93}            
{'loss': 0.344, 'grad_norm': 3.469280958175659, 'learning_rate': 4.146919431279621e-07, 'epoch': 2.94}            
{'loss': 0.3117, 'grad_norm': 2.6999080181121826, 'learning_rate': 3.3570300157977886e-07, 'epoch': 2.95}         
{'loss': 0.3707, 'grad_norm': 2.095764636993408, 'learning_rate': 2.567140600315956e-07, 'epoch': 2.96}           
{'loss': 0.3491, 'grad_norm': 2.1375694274902344, 'learning_rate': 1.7772511848341233e-07, 'epoch': 2.97}         
{'loss': 0.3641, 'grad_norm': 2.204061269760132, 'learning_rate': 9.873617693522908e-08, 'epoch': 2.99}           
{'loss': 0.3542, 'grad_norm': 2.2141013145446777, 'learning_rate': 1.9747235387045813e-08, 'epoch': 3.0}          
{'eval_loss': 1.2038780450820923, 'eval_accuracy': 0.6133333333333333, 'eval_runtime': 28.4237, 'eval_samples_per_second': 211.091, 'eval_steps_per_second': 26.386, 'epoch': 3.0}                                                  
{'train_runtime': 2266.806, 'train_samples_per_second': 71.466, 'train_steps_per_second': 2.234, 'train_loss': 0.3993706720606034, 'epoch': 3.0}                                                                                    
100%|█████████████████████████████████████████████████████████████████████████| 5064/5064 [37:46<00:00,  2.23it/s]
Training complete. Saving model to ./efficientnet-b1-deepfake-detector
